change,cbo,cbomodified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom2,tcc,lcc,totalmethodsqty,staticmethodsqty,publicmethodsqty,privatemethodsqty,protectedmethodsqty,defaultmethodsqty,visiblemethodsqty,finalmethodsqty,synchronizedmethodsqty,totalfieldsqty,staticfieldsqty,publicfieldsqty,privatefieldsqty,protectedfieldsqty,finalfieldsqty,nosi,loc,returnqty,loopqty,comparisonsqty,trycatchqty,parenthesizedexpsqty,stringliteralsqty,numbersqty,assignmentsqty,mathoperationsqty,variablesqty,maxnestedblocksqty,anonymousclassesqty,innerclassesqty,uniquewordsqty,avgcyclomatic,countclassbase,countclasscoupled,countclassderived,countdeclclassmethod,countdeclclassvariable,countdeclinstancemethod,countdeclinstancevariable,countdeclmethod,countdeclmethodall,countdeclmethoddefault,countdeclmethodprivate,countdeclmethodprotected,countdeclmethodpublic,countline,countlineblank,countlinecode,countlinecodedecl,countlinecodeexe,countlinecomment,countsemicolon,countstmt,countstmtdecl,countstmtexe,maxcyclomatic,maxinheritancetree,percentlackofcohesion,ratiocommenttocode,sumcyclomatic,maxnesting,lch,type,severity,resolution,status,effort
0,0.026365499882013862,0.027126281959038646,0.018579947913976023,0.026365499882013862,0.036838619030194364,0.049311367272153794,0.0,0.02249785796842545,0.14083193839609415,0.0,0.0,0.0,0.05728598372300077,0.0,0.06105469246239443,0.026640630772354096,0.0,0.0,0.05749196627949091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03166615485985552,0.037633357042311695,0.0,0.0,0.01687231448397583,0.04917399034540849,0.0,0.08737545758764113,0.04958857198407678,0.02538984499756356,0.007431873977128611,0.023055669882945037,0.015410168209838634,0.0,0.0,0.03133885246891685,0.019167079295731936,0.036785594638885484,0.024753006056085932,0.0,0.0,0.0,0.057554885162456486,0.0,0.05728598372300077,0.057182632771117965,0.0,0.026640630772354096,0.0,0.06105469246239443,0.0331377052284848,0.03640805059257395,0.03822299589180231,0.032545671228668,0.036144377610670894,0.020382345772791743,0.03617278508501933,0.036961336243733475,0.03090257332455413,0.035165513265216906,0.013026068452130495,0.05298129428260176,0.0,0.0,0.021468160949791322,0.015605961367365603,0.03793216209054408,0.04599220498182739,0.05630787729103445,0.0,0.02864165750631024,0.01475422227126635
0,0.026365499882013862,0.027126281959038646,0.018579947913976023,0.026365499882013862,0.036838619030194364,0.049311367272153794,0.0,0.02249785796842545,0.14083193839609415,0.0,0.0,0.0,0.05728598372300077,0.0,0.06105469246239443,0.026640630772354096,0.0,0.0,0.05749196627949091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03166615485985552,0.037633357042311695,0.0,0.0,0.01687231448397583,0.04917399034540849,0.0,0.08737545758764113,0.04958857198407678,0.02538984499756356,0.007431873977128611,0.023055669882945037,0.015410168209838634,0.0,0.0,0.03133885246891685,0.019167079295731936,0.036785594638885484,0.024753006056085932,0.0,0.0,0.0,0.057554885162456486,0.0,0.05728598372300077,0.057182632771117965,0.0,0.026640630772354096,0.0,0.06105469246239443,0.0331377052284848,0.03640805059257395,0.03822299589180231,0.032545671228668,0.036144377610670894,0.020382345772791743,0.03617278508501933,0.036961336243733475,0.03090257332455413,0.035165513265216906,0.013026068452130495,0.05298129428260176,0.0,0.0,0.021468160949791322,0.015605961367365603,0.03793216209054408,0.04599220498182739,0.022523150916413784,0.0,0.02864165750631024,0.01844277783908294
0,0.026365499882013862,0.027126281959038646,0.018579947913976023,0.026365499882013862,0.036838619030194364,0.049311367272153794,0.0,0.02249785796842545,0.14083193839609415,0.0,0.0,0.0,0.05728598372300077,0.0,0.06105469246239443,0.026640630772354096,0.0,0.0,0.05749196627949091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03166615485985552,0.037633357042311695,0.0,0.0,0.01687231448397583,0.04917399034540849,0.0,0.08737545758764113,0.04958857198407678,0.02538984499756356,0.007431873977128611,0.023055669882945037,0.015410168209838634,0.0,0.0,0.03133885246891685,0.019167079295731936,0.036785594638885484,0.024753006056085932,0.0,0.0,0.0,0.057554885162456486,0.0,0.05728598372300077,0.057182632771117965,0.0,0.026640630772354096,0.0,0.06105469246239443,0.0331377052284848,0.03640805059257395,0.03822299589180231,0.032545671228668,0.036144377610670894,0.020382345772791743,0.03617278508501933,0.036961336243733475,0.03090257332455413,0.035165513265216906,0.013026068452130495,0.05298129428260176,0.0,0.0,0.021468160949791322,0.015605961367365603,0.03793216209054408,0.04599220498182739,0.022523150916413784,0.0,0.02864165750631024,0.01844277783908294
0,0.026365499882013862,0.027126281959038646,0.018579947913976023,0.026365499882013862,0.036838619030194364,0.049311367272153794,0.0,0.02249785796842545,0.14083193839609415,0.0,0.0,0.0,0.05728598372300077,0.0,0.06105469246239443,0.026640630772354096,0.0,0.0,0.05749196627949091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03166615485985552,0.037633357042311695,0.0,0.0,0.01687231448397583,0.04917399034540849,0.0,0.08737545758764113,0.04958857198407678,0.02538984499756356,0.007431873977128611,0.023055669882945037,0.015410168209838634,0.0,0.0,0.03133885246891685,0.019167079295731936,0.036785594638885484,0.024753006056085932,0.0,0.0,0.0,0.057554885162456486,0.0,0.05728598372300077,0.057182632771117965,0.0,0.026640630772354096,0.0,0.06105469246239443,0.0331377052284848,0.03640805059257395,0.03822299589180231,0.032545671228668,0.036144377610670894,0.020382345772791743,0.03617278508501933,0.036961336243733475,0.03090257332455413,0.035165513265216906,0.013026068452130495,0.05298129428260176,0.0,0.0,0.021468160949791322,0.015605961367365603,0.03793216209054408,0.04599220498182739,0.022523150916413784,0.0,0.02864165750631024,0.01844277783908294
0,0.026365499882013862,0.027126281959038646,0.018579947913976023,0.026365499882013862,0.036838619030194364,0.049311367272153794,0.0,0.02249785796842545,0.14083193839609415,0.0,0.0,0.0,0.05728598372300077,0.0,0.06105469246239443,0.026640630772354096,0.0,0.0,0.05749196627949091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03166615485985552,0.037633357042311695,0.0,0.0,0.01687231448397583,0.04917399034540849,0.0,0.08737545758764113,0.04958857198407678,0.02538984499756356,0.007431873977128611,0.023055669882945037,0.015410168209838634,0.0,0.0,0.03133885246891685,0.019167079295731936,0.036785594638885484,0.024753006056085932,0.0,0.0,0.0,0.057554885162456486,0.0,0.05728598372300077,0.057182632771117965,0.0,0.026640630772354096,0.0,0.06105469246239443,0.0331377052284848,0.03640805059257395,0.03822299589180231,0.032545671228668,0.036144377610670894,0.020382345772791743,0.03617278508501933,0.036961336243733475,0.03090257332455413,0.035165513265216906,0.013026068452130495,0.05298129428260176,0.0,0.0,0.021468160949791322,0.015605961367365603,0.03793216209054408,0.04599220498182739,0.022523150916413784,0.0,0.02864165750631024,0.01844277783908294
0,0.026365499882013862,0.027126281959038646,0.018579947913976023,0.026365499882013862,0.036838619030194364,0.049311367272153794,0.0,0.02249785796842545,0.14083193839609415,0.0,0.0,0.0,0.05728598372300077,0.0,0.06105469246239443,0.026640630772354096,0.0,0.0,0.05749196627949091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03166615485985552,0.037633357042311695,0.0,0.0,0.01687231448397583,0.04917399034540849,0.0,0.08737545758764113,0.04958857198407678,0.02538984499756356,0.007431873977128611,0.023055669882945037,0.015410168209838634,0.0,0.0,0.03133885246891685,0.019167079295731936,0.036785594638885484,0.024753006056085932,0.0,0.0,0.0,0.057554885162456486,0.0,0.05728598372300077,0.057182632771117965,0.0,0.026640630772354096,0.0,0.06105469246239443,0.0331377052284848,0.03640805059257395,0.03822299589180231,0.032545671228668,0.036144377610670894,0.020382345772791743,0.03617278508501933,0.036961336243733475,0.03090257332455413,0.035165513265216906,0.013026068452130495,0.05298129428260176,0.0,0.0,0.021468160949791322,0.015605961367365603,0.03793216209054408,0.04599220498182739,0.05630787729103445,0.06337242505244779,0.05728331501262048,0.01475422227126635
0,0.026365499882013862,0.027126281959038646,0.018579947913976023,0.026365499882013862,0.036838619030194364,0.049311367272153794,0.0,0.02249785796842545,0.14083193839609415,0.0,0.0,0.0,0.05728598372300077,0.0,0.06105469246239443,0.026640630772354096,0.0,0.0,0.05749196627949091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03166615485985552,0.037633357042311695,0.0,0.0,0.01687231448397583,0.04917399034540849,0.0,0.08737545758764113,0.04958857198407678,0.02538984499756356,0.007431873977128611,0.023055669882945037,0.015410168209838634,0.0,0.0,0.03133885246891685,0.019167079295731936,0.036785594638885484,0.024753006056085932,0.0,0.0,0.0,0.057554885162456486,0.0,0.05728598372300077,0.057182632771117965,0.0,0.026640630772354096,0.0,0.06105469246239443,0.0331377052284848,0.03640805059257395,0.03822299589180231,0.032545671228668,0.036144377610670894,0.020382345772791743,0.03617278508501933,0.036961336243733475,0.03090257332455413,0.035165513265216906,0.013026068452130495,0.05298129428260176,0.0,0.0,0.021468160949791322,0.015605961367365603,0.03793216209054408,0.04599220498182739,0.05630787729103445,0.06337242505244779,0.05728331501262048,0.01844277783908294
0,0.026365499882013862,0.027126281959038646,0.018579947913976023,0.026365499882013862,0.036838619030194364,0.049311367272153794,0.0,0.02249785796842545,0.14083193839609415,0.0,0.0,0.0,0.05728598372300077,0.0,0.06105469246239443,0.026640630772354096,0.0,0.0,0.05749196627949091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03166615485985552,0.037633357042311695,0.0,0.0,0.01687231448397583,0.04917399034540849,0.0,0.08737545758764113,0.04958857198407678,0.02538984499756356,0.007431873977128611,0.023055669882945037,0.015410168209838634,0.0,0.0,0.03133885246891685,0.019167079295731936,0.036785594638885484,0.024753006056085932,0.0,0.0,0.0,0.057554885162456486,0.0,0.05728598372300077,0.057182632771117965,0.0,0.026640630772354096,0.0,0.06105469246239443,0.0331377052284848,0.03640805059257395,0.03822299589180231,0.032545671228668,0.036144377610670894,0.020382345772791743,0.03617278508501933,0.036961336243733475,0.03090257332455413,0.035165513265216906,0.013026068452130495,0.05298129428260176,0.0,0.0,0.021468160949791322,0.015605961367365603,0.03793216209054408,0.04599220498182739,0.05630787729103445,0.06337242505244779,0.05728331501262048,0.01844277783908294
0,0.026365499882013862,0.027126281959038646,0.018579947913976023,0.026365499882013862,0.036838619030194364,0.049311367272153794,0.0,0.02249785796842545,0.14083193839609415,0.0,0.0,0.0,0.05728598372300077,0.0,0.06105469246239443,0.026640630772354096,0.0,0.0,0.05749196627949091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03166615485985552,0.037633357042311695,0.0,0.0,0.01687231448397583,0.04917399034540849,0.0,0.08737545758764113,0.04958857198407678,0.02538984499756356,0.007431873977128611,0.023055669882945037,0.015410168209838634,0.0,0.0,0.03133885246891685,0.019167079295731936,0.036785594638885484,0.024753006056085932,0.0,0.0,0.0,0.057554885162456486,0.0,0.05728598372300077,0.057182632771117965,0.0,0.026640630772354096,0.0,0.06105469246239443,0.0331377052284848,0.03640805059257395,0.03822299589180231,0.032545671228668,0.036144377610670894,0.020382345772791743,0.03617278508501933,0.036961336243733475,0.03090257332455413,0.035165513265216906,0.013026068452130495,0.05298129428260176,0.0,0.0,0.021468160949791322,0.015605961367365603,0.03793216209054408,0.04599220498182739,0.04504630183282757,0.0,0.02864165750631024,0.00922138891954147
0,0.026365499882013862,0.027126281959038646,0.018579947913976023,0.026365499882013862,0.036838619030194364,0.049311367272153794,0.0,0.02249785796842545,0.14083193839609415,0.0,0.0,0.0,0.05728598372300077,0.0,0.06105469246239443,0.026640630772354096,0.0,0.0,0.05749196627949091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03166615485985552,0.037633357042311695,0.0,0.0,0.01687231448397583,0.04917399034540849,0.0,0.08737545758764113,0.04958857198407678,0.02538984499756356,0.007431873977128611,0.023055669882945037,0.015410168209838634,0.0,0.0,0.03133885246891685,0.019167079295731936,0.036785594638885484,0.024753006056085932,0.0,0.0,0.0,0.057554885162456486,0.0,0.05728598372300077,0.057182632771117965,0.0,0.026640630772354096,0.0,0.06105469246239443,0.0331377052284848,0.03640805059257395,0.03822299589180231,0.032545671228668,0.036144377610670894,0.020382345772791743,0.03617278508501933,0.036961336243733475,0.03090257332455413,0.035165513265216906,0.013026068452130495,0.05298129428260176,0.0,0.0,0.021468160949791322,0.015605961367365603,0.03793216209054408,0.04599220498182739,0.05630787729103445,0.06337242505244779,0.05728331501262048,0.01475422227126635
